Municipio-poblacion;Fecha casos;Casos;Tasa;riesgo;Variacion diaria de tasa;Tendencia;Fuente de datos:;Link fuente de datos;Mensaje;Nivel;history_available;Alerta;Población;Comunidad
Lledó;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Calaceite<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2778;Aragón
Llumes;30/05/2021;1;29;BAJO;5,277;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Alhama de Aragón<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;3384;Aragón
Lobera De Onsella;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sos del Rey Católico<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;864;Aragón
Maella;30/05/2021;7;169;ALTO;-35,532;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Maella<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4121;Aragón
Magallón;30/05/2021;13;126;ALTO;-15,644;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Borja<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;10273;Aragón
Maicas;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Muniesa<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1325;Aragón
Mas De Las Matas;30/05/2021;0;0;BAJO;-7,472;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Mas de las Matas<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2868;Aragón
Masegoso;30/05/2021;3;78;MODERADO;-14,967;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Albarracín<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;3818;Aragón
Los Mases;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sarrión<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2452;Aragón
Mases Y Tamboril;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sarrión<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2452;Aragón
El Masico;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sarrión<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2452;Aragón
La Mata De Los Olmos;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Alcorisa<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4713;Aragón
Matidero;30/05/2021;4;84;MODERADO;9,082;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Aínsa<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4719;Aragón
Mazaleón;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Calaceite<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2778;Aragón
Mediana De Aragón;30/05/2021;6;46;MODERADO;-12,941;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Fuentes de Ebro<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;12971;Aragón
Mediano;30/05/2021;4;84;MODERADO;9,082;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Aínsa<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4719;Aragón
El Membrillo;30/05/2021;3;78;MODERADO;-14,967;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Albarracín<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;3818;Aragón
Mequinenza;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Mequinenza<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2655;Aragón
Merli;30/05/2021;2;34;MODERADO;1,244;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Graus<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5744;Aragón
Mesones De Isuela;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Morata de Jalón<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2361;Aragón
Mesón De Ligüerre;30/05/2021;5;24;BAJO;3,096;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Barbastro<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;20761;Aragón
Mezalocha;30/05/2021;36;143;ALTO;-2,566;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; María de Huerva<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;25050;Aragón
Mezquita De Jarque;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Aliaga<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1153;Aragón
Mezquita De Loscos;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Herrera de los Navarros<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1153;Aragón
Mianos;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Berdún<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1482;Aragón
Mas De La Cabrera;30/05/2021;0;0;BAJO;-26,988;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Villel<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1588;Aragón
Mas De Navarrete;30/05/2021;0;0;BAJO;-26,988;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Villel<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1588;Aragón
Mas Blanco;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sarrión<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2452;Aragón
María De Huerva;30/05/2021;36;143;ALTO;-2,566;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; María de Huerva<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;25050;Aragón
Mainar;30/05/2021;0;0;BAJO;-7,776;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Daroca<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4593;Aragón
Majones;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Berdún<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1482;Aragón
Malanquilla;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Villarroya de la Sierra<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1959;Aragón
Maleján;30/05/2021;13;126;ALTO;-15,644;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Borja<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;10273;Aragón
Mallén;30/05/2021;3;40;MODERADO;-49,284;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Gallur<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;7464;Aragón
Malpica De Arba;30/05/2021;5;152;ALTO;-46,721;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sádaba<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;3287;Aragón
Maluenda;30/05/2021;3;55;MODERADO;-7,294;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Calatayud Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5386;Aragón
Malón;30/05/2021;6;43;MODERADO;-1,041;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Tarazona<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;13724;Aragón
Manchones;30/05/2021;0;0;BAJO;-7,776;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Daroca<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4593;Aragón
Ojos Negros;30/05/2021;1;21;BAJO;-3,773;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Monreal del Campo<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4733;Aragón
Manzanera;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sarrión<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2452;Aragón
Mara;30/05/2021;3;55;MODERADO;-7,294;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Calatayud Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5386;Aragón
Marcén;30/05/2021;7;136;ALTO;5,569;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Grañén<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5130;Aragón
Margudgued;30/05/2021;4;84;MODERADO;9,082;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Aínsa<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4719;Aragón
Marivella;30/05/2021;3;55;MODERADO;-7,294;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Calatayud Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5386;Aragón
Marlofa;30/05/2021;6;41;MODERADO;-6,249;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Casetas<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;14288;Aragón
Marracos;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Luna<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1997;Aragón
Martes;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Berdún<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1482;Aragón
Martillué;30/05/2021;7;47;MODERADO;-6,831;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Jaca<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;14640;Aragón
Martín Del Río;30/05/2021;8;128;ALTO;10,33;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Utrillas<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;6223;Aragón
Mapsa;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Binéfar<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;12464;Aragón
Zaidín;30/05/2021;4;20;BAJO;-8,885;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Fraga<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;19295;Aragón
Ola;30/05/2021;1;11;BAJO;-5,137;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Huesca Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;8343;Aragón
Olba;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sarrión<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2452;Aragón
Pozuelo De Aragón;30/05/2021;13;126;ALTO;-15,644;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Borja<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;10273;Aragón
Pozán De Vero;30/05/2021;5;24;BAJO;3,096;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Barbastro<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;20761;Aragón
Pradilla De Ebro;30/05/2021;8;99;MODERADO;-6,673;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Tauste<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;8028;Aragón
Presa Del Gállego;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Ayerbe<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2421;Aragón
Puebla De Albortón;30/05/2021;0;0;BAJO;-9,39;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Campo de Belchite<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4564;Aragón
La Puebla De Alfindén;30/05/2021;1;9;BAJO;2,034;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Alfajarín<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;10537;Aragón
La Puebla De Castro;30/05/2021;2;34;MODERADO;1,244;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Graus<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5744;Aragón
La Puebla De Fantova;30/05/2021;2;34;MODERADO;1,244;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Graus<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5744;Aragón
La Puebla De Híjar;30/05/2021;1;15;BAJO;-6,684;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Hijar<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;6412;Aragón
